subject,predicate,object
C0015252,USES,C1539143
C0030705,TREATS,C0491243
C0007113,TREATS(INFER),C3162255
C0027803,PRODUCES,C0009063
C2939419,AFFECTS,C0007102
C1823437,ASSOCIATED_WITH,C0006826
C0026809,NEG_PROCESS_OF,C0006826
C0007600,AFFECTS,C0017262
C0032580,PREDISPOSES,C1424706
C1333990,CAUSES(SPEC),C0346429
C0030705,PROCESS_OF,C0598934
C0009402,MANIFESTATION_OF,C0006826
C0001675,PROCESS_OF,C0027651
C0025266,PROCESS_OF,C0009253
C0751569,COEXISTS_WITH,C0238198
C0008059,PROCESS_OF,C0024299
C0030705,TREATS,C0814337
C1412058,CAUSES,C2246761
C0007093,TREATS,C0543467
C0079904,ISA,C0040648
C3846112,PRECEDES,C0022671
C4055631,COEXISTS_WITH,C4056441
C1565489,AFFECTS,C0232804
C0206194,PROCESS_OF,C0242350
C0036690,CAUSES,C0026766
C0302600,AFFECTS,C0087111
C0036323,PROCESS_OF,C0024045
C0009402,ASSOCIATED_WITH,C0007332
C0002170,TREATS,C0087111
C1305188,LOCATION_OF,C0085255
C0001418,COEXISTS_WITH,C0677898
C1513528,PART_OF,C1426669
C0014939,AFFECTS,C0178784
C0205160,AFFECTS,C0299544
C0879615,LOCATION_OF,C0013303
C3894683,LOCATION_OF,C0033684
C0015350,AFFECTS,C1427329
C0069717,TREATS(INFER),C0278480
C0069717,STIMULATES,C1367307
C0030705,TREATS,C0995188
C0009402,AFFECTS,C0012634
C3657270,CAUSES,C1517940
C0677908,USES,C0085104
C1699633,LOCATION_OF,C0034896
C0032105,LOCATION_OF,C0000966
C0025266,PROCESS_OF,C0577725
C4048280,LOCATION_OF,C0586713
C0205065,LOCATION_OF,C1332550
C0035648,PREDISPOSES,C0009566
C0344211,TREATS,C0030705
C1522240,ISA,C0282114
C0494165,ISA,C0017185
C1001866,ASSOCIATED_WITH,C0021390
C0205065,LOCATION_OF,C1332549
C0007104,AFFECTS,C0037179
C0032787,PREVENTS,C0548471
C1700929,COMPARED_WITH,C4042939
C0599755,PROCESS_OF,C4321237
C0036690,PROCESS_OF,C0030705
C4543702,ASSOCIATED_WITH,C3658706
C0017337,ISA,C3538741
C1419866,ASSOCIATED_WITH,C0017638
C3871222,PRECEDES,C0015252
C0002940,LOCATION_OF,C1318303
C0178784,LOCATION_OF,C1420343
C4317009,ASSOCIATED_WITH,C1457887
C1536105,ISA,C1261322
C0242114,PROCESS_OF,C0043210
C0475358,PROCESS_OF,C3158055
C0018270,AFFECTS,C1511790
C1413569,AFFECTS,C0020964
C2744535,LOCATION_OF,C0038563
C3540595,CAUSES,C0011065
C0007528,CAUSES,C0021843
C1420222,INHIBITS,C0118522
C1825598,INTERACTS_WITH,C0699680
C3280470,LOCATION_OF,C0030274
C0475358,LOCATION_OF,C1425259
C0221198,TREATS,C0543467
C0030193,CAUSES,C0079883
C0009566,COEXISTS_WITH,C0009488
C0769218,INTERACTS_WITH,C0022567
C1418252,PREDISPOSES,C0007102
C0240602,PROCESS_OF,C0030705
C0006625,ASSOCIATED_WITH,C2926606
C1335377,TREATS,C0013216
C0009450,DIAGNOSES,C0041618
C1528289,STIMULATES,C0004561
C0034392,AUGMENTS,C1151115
C0039082,TREATS,C0541315
C0030958,LOCATION_OF,C0014597
C0030705,PROCESS_OF,C0476273
C0021839,LOCATION_OF,C0013216
C1512814,ISA,C0600521
C0042020,ADMINISTERED_TO,C0030705
C0040300,LOCATION_OF,C1428614
C0009402,TREATS(INFER),C0009429
C0746574,USES,C3811902
C0596263,ASSOCIATED_WITH,C1417497
C0040300,DISRUPTS,C1425869
C0221198,COEXISTS_WITH,C1709246
C0596263,ASSOCIATED_WITH,C1417493
C1333190,LOCATION_OF,C0230166
C0009319,ASSOCIATED_WITH,C0671870
C1397014,MANIFESTATION_OF,C0021059
C0206655,COEXISTS_WITH,C0020538
C0042776,PART_OF,C1825598
C0009402,PREDISPOSES,C1397014
C1881358,LOCATION_OF,C0034896
C1421565,STIMULATES,C1412058
C0030705,TREATS,C1299353
C1420744,LOCATION_OF,C0227317
C0009402,ASSOCIATED_WITH,C1825027
C1420280,INTERACTS_WITH,C0029016
C0242379,AFFECTS,C0000934
C0746922,LOCATION_OF,C0333288
C3714514,PREDISPOSES,C4289767
C0872084,PROCESS_OF,C0030705
C0221198,TREATS,C0220825
C0208355,INTERACTS_WITH(SPEC),C0079419
C0007113,AFFECTS,C0002760
C0153690,LOCATION_OF,C0262950
C0685938,CAUSES,C3540595
C0085479,AFFECTS,C0178874
C0598034,PART_OF,C0017473
C1319315,DIAGNOSES,C0016263
C0040300,LOCATION_OF,C0007584
C0038351,LOCATION_OF,C0686619
C0007582,PROCESS_OF,C0006826
C0347129,DIAGNOSES,C0582175
C2239176,PROCESS_OF,C1523298
C0206643,NEG_PART_OF,C0011696
C0016360,NEG_AFFECTS,C0920269
C1079230,TREATS,C0021083
C0009402,ASSOCIATED_WITH,C1418630
C0948380,COEXISTS_WITH,C4544822
C1516213,PROCESS_OF,C0011581
C0600465,INTERACTS_WITH,C0012634
C0021853,LOCATION_OF,C0061764
C0300824,PART_OF,C0020205
C0995188,TREATS,C0948380
C0038969,TREATS,C0009402
C0067228,INTERACTS_WITH,C0080054
C0035648,COEXISTS_WITH,C0039082
C0030705,NEG_PROCESS_OF,C1517940
C1955856,PART_OF,C0034885
C0030705,ADMINISTERED_TO,C0085162
C1261322,METHOD_OF,C0436307
C1826242,INTERACTS_WITH,C3890853
C0035139,TREATS,C0232483
C0234245,ISA,C0030193
C0919691,AFFECTS,C2744535
C1158886,STIMULATES,C0033640
C0683971,OCCURS_IN,C0400966
C0174680,ASSOCIATED_WITH,C0007102
C0014441,MEASURES,C1540293
C0027663,LOCATION_OF,C0034896
C0007102,COEXISTS_WITH,C0009402
C0260249,LOCATION_OF,C1304649
C0009402,PROCESS_OF,C0008059
C1414988,PREDISPOSES,C0009402
C0010346,TREATS,C1706912
C1519751,STIMULATES,C1422084
C0184893,TREATS,C0346429
C0392920,TREATS,C1516213
C0030705,LOCATION_OF,C1825409
C1261322,PREVENTS,C0429774
C0007102,ISA,C0699790
C0032743,ISA,C0040405
C0010377,ADMINISTERED_TO,C0034693
C0021851,AFFECTS,C0025202
C0175722,USES,C0015252
C0030946,COMPARED_WITH,C3827072
C0015252,TREATS(INFER),C2239176
C3657270,USES,C0087111
C1155873,CAUSES,C0061223
C1332243,TREATS,C0015252
C0796392,PART_OF,C0206655
C0023473,TREATS,C0018606
C0006826,TREATS,C0206058
C0199176,METHOD_OF,C0184661
C0396621,COMPARED_WITH,C1956064
C0009402,ASSOCIATED_WITH,C1418652
C0494165,MANIFESTATION_OF,C0009402
C0030274,LOCATION_OF,C0034802
C4505151,DIAGNOSES,C0346429
C3714516,ASSOCIATED_WITH,C0518214
C1417825,LOCATION_OF,C0021852
C1417825,LOCATION_OF,C0021853
C0033213,TREATS,C1261322
C1096061,CAUSES,C0001418
C0256264,LOCATION_OF,C1711368
C0740651,ISA,C0000737
C0184661,ISA,C3897342
C0079611,LOCATION_OF,C0026724
C0333056,ISA,C0019305
C0026237,LOCATION_OF,C3269144
C1290886,LOCATION_OF,C0005400
C0007097,COEXISTS_WITH,C0206695
C1427969,INHIBITS,C1421394
C0949466,METHOD_OF,C1510438
C0344211,TREATS,C1318963
C0220908,TREATS,C0005680
C0003250,USES,C1708063
C0009378,PRECEDES,C0521210
C0034885,COEXISTS_WITH,C0333288
C0279671,PROCESS_OF,C0030705
C0281361,ISA,C0006826
C0003461,AFFECTS,C0007137
C0001418,ASSOCIATED_WITH,C1428949
C0009402,ASSOCIATED_WITH,C0384826
C0034896,LOCATION_OF,C1300201
C1420639,STIMULATES,C1420182
C0009404,ISA,C0007102
C3826426,AFFECTS,C0948380
C0025037,LOCATION_OF,C0030705
C0009402,PROCESS_OF,C0033011
C0024620,PART_OF,C0040300
C0022885,USES,C1449705
C3890735,PROCESS_OF,C0030705
C1175175,COEXISTS_WITH,C0948380
C0019270,ISA,C0019294
C0009402,TREATS(INFER),C0010467
C0008405,ISA,C0031716
C0282560,LOCATION_OF,C0021721
C4021734,CAUSES,C0009968
C3489575,USES,C0041281
C1823493,ASSOCIATED_WITH,C0699790
C0004763,COEXISTS_WITH,C0027672
C0015641,PART_OF,C0206248
C0031327,ISA,C0243144
C0009402,AFFECTS,C0036658
C0231170,PROCESS_OF,C2348001
C3272283,COEXISTS_WITH,C0036572
C0001563,TREATS,C0026809
C2939419,ASSOCIATED_WITH,C0243044
C0021843,ISA,C0012634
C0024485,NEG_DIAGNOSES,C0027627
C0007102,COEXISTS_WITH,C0009319
C2939419,LOCATION_OF,C0229747
C0007129,LOCATION_OF,C0021852
C0002475,TREATS,C0027627
C3269144,AUGMENTS,C0059747
C0671970,CAUSES,C0017181
C0332472,LOCATION_OF,C0030705
C0030013,DISRUPTS,C2980094
C0030705,PROCESS_OF(SPEC),C1306459
C0012359,LOCATION_OF,C0007531
C1426843,PART_OF,C0030705
C0948380,ASSOCIATED_WITH,C0075189
C0178874,AUGMENTS,C0042172
C1960398,PROCESS_OF,C0030705
C1285092,PART_OF,C0282491
C1516670,PREDISPOSES,C0052377
C0919691,ASSOCIATED_WITH,C0163314
C0175996,AUGMENTS,C0012066
C0007102,COEXISTS_WITH,C0009324
C0027361,PROCESS_OF,C0240919
C1273428,TREATS(INFER),C0497406
C0007600,LOCATION_OF,C1414202
C0524865,LOCATION_OF,C0450119
C0040395,USES,C1261322
C1418652,INHIBITS,C0026196
C0014597,LOCATION_OF,C0006142
C0014597,LOCATION_OF,C0021760
C0027651,LOCATION_OF,C0230148
C0021760,INTERACTS_WITH,C2954564
C0547070,USES,C1428523
C0007102,DIAGNOSES,C0018724
C0079323,ISA,C0009325
C0220908,ISA,C0740178
C0919938,PROCESS_OF,C0030705
C0138741,ASSOCIATED_WITH,C0376358
C0184918,TREATS,C4024983
C1425291,ASSOCIATED_WITH,C0009806
C0221198,COEXISTS_WITH,C0002871
C4528578,TREATS,C0086692
C0007600,PRODUCES,C1333355
C1519595,AFFECTS,C0017262
C0009566,MANIFESTATION_OF,C0009676
C0018270,DISRUPTS,C0045206
C0024299,NEG_COEXISTS_WITH,C0242379
C0009407,METHOD_OF,C0007584
C0005558,LOCATION_OF,C0030274
C4086555,LOCATION_OF,C1622501
C0346429,TREATS,C0596577
C1302773,LOCATION_OF,C0007634
C0042765,AUGMENTS,C0030054
C0016263,ISA,C0022885
C1425984,LOCATION_OF,C0440744
C0009402,PREDISPOSES,C1300072
C0085114,COEXISTS_WITH,C0019018
C0030705,PROCESS_OF,C0442874
C0029463,ISA,C0279530
C0030705,PROCESS_OF,C0031511
C3849574,INHIBITS,C0079419
C0003617,LOCATION_OF,C0743997
C0205160,NEG_AFFECTS,C0030685
C2239176,COEXISTS_WITH,C4049272
C4283742,LOCATION_OF,C1549092
C1527249,PREDISPOSES,C0021376
C1539479,PART_OF,C0027651
C1335377,TREATS,C0184661
C4236737,NEG_AFFECTS,C0017260
C0001418,LOCATION_OF,C0178784
C0006826,ASSOCIATED_WITH,C0036734
C0030705,PROCESS_OF,C0442867
C0021083,USES,C0035168
C0280252,TREATS,C0192861
C0009402,PRODUCES,C0015950
C0027361,PROCESS_OF,C0685938
C0033572,LOCATION_OF,C0001418
C0034693,PROCESS_OF,C0021838
C1420251,ASSOCIATED_WITH,C0007102
C0334246,PROCESS_OF,C0030705
C0080054,INTERACTS_WITH,C0067228
C2004459,PRECEDES,C2936333
C0031149,ISA,C0027651
C0233577,COEXISTS_WITH,C2239176
C0012634,CAUSES,C0949307
C0920425,AFFECTS,C0086982
C2939419,LOCATION_OF,C0229789
C0494165,TREATS,C4304118
C3179062,AFFECTS,C0376358
C1101610,ASSOCIATED_WITH,C0178874
C0021344,COEXISTS_WITH,C0398686
C0225336,PART_OF,C0005839
C1415761,STIMULATES,C0041385
C0001418,PROCESS_OF,C0001675
C0026724,AFFECTS,C0007271
C0206696,LOCATION_OF,C0003617
C1167791,CAUSES,C0995188
C1883256,TREATS,C0600688
C0475358,LOCATION_OF,C2680477
C0221198,ISA,C1301034
C0282624,TREATS,C1334703
C0021933,ISA,C0009566
C0278479,TREATS,C1511562
C0002690,COEXISTS_WITH,C0006826
C1511790,USES,C3810537
C1420744,LOCATION_OF,C0227308
C0007102,COEXISTS_WITH,C0009376
C0021933,PROCESS_OF,C2348001
C0009375,ISA,C0006826
C1273428,TREATS(INFER),C0341703
C0003461,LOCATION_OF,C3280470
C0206058,TREATS,C0599755
C0666743,ISA,C0003250
C0086982,AFFECTS,C1822712
C0021368,AFFECTS,C0596070
C0024075,PART_OF,C1554184
C0033684,LOCATION_OF,C1610733
C0221198,DIAGNOSES,C0009556
C1364113,INTERACTS_WITH,C0017428
C0596577,LOCATION_OF,C0026809
C0013879,ASSOCIATED_WITH,C0027651
C0017178,ISA,C0022104
C4055506,LOCATION_OF,C0007765
C0010853,PART_OF,C0007634
C0027651,PRECEDES,C0006826
C2608114,TREATS(INFER),C0032787
C0184898,TREATS,C0919938
C0007766,TREATS,C0013931
C0025646,USES,C1314650
C0001675,PROCESS_OF,C0149978
C0170127,COEXISTS_WITH,C1333206
C0162772,PRODUCES,C0007587
C0004391,LOCATION_OF,C0282639
C1335302,ASSOCIATED_WITH,C1101610
C0009368,PART_OF,C1513959
C0006826,PRECEDES,C0153381
C0011900,DIAGNOSES,C0030793
C0024121,PROCESS_OF,C0030705
C1333690,INTERACTS_WITH,C0081476
C0278008,ASSOCIATED_WITH,C0017178
C0162638,CAUSES,C0073590
C2939419,LOCATION_OF,C0229793
C0162832,LOCATION_OF,C0026882
C0162638,CAUSES,C0073591
C0009375,ASSOCIATED_WITH,C0529099
C0079280,INTERACTS_WITH,C0022457
C0086860,INTERACTS_WITH,C1823078
C2939419,LOCATION_OF,C0229792
C0011991,CAUSES,C0007093
C0170127,LOCATION_OF,C0001792
C1413387,NEG_ASSOCIATED_WITH,C0009402
C0022885,DIAGNOSES,C0332448
C1565427,LOCATION_OF,C1258005
C0030705,ADMINISTERED_TO,C0374190
C0006826,PROCESS_OF,C0205847
C0684686,LOCATION_OF,C0015385
C0436307,COMPARED_WITH,C0021083
C0007113,PROCESS_OF,C0001792
C0011581,COEXISTS_WITH,C0012634
C0012860,CAUSES,C3540546
C0948380,AFFECTS,C2246761
C0003617,LOCATION_OF,C1334810
C0087111,PREVENTS,C2239176
C0003617,LOCATION_OF,C1334811
C0003392,TREATS,C0001418
C0153434,PROCESS_OF,C0030705
C0005515,ISA,C0013227
C0278307,TREATS,C0030705
C0032594,INTERACTS_WITH,C0079189
C0023884,LOCATION_OF,C0243087
C1419637,MEASURES,C0599161
C1101610,AFFECTS,C0017262
C0565434,COMPARED_WITH,C0194401
C0007134,DIAGNOSES,C4288812
C0334227,STIMULATES,C0376515
C0030705,PROCESS_OF,C4072935
C0025266,PROCESS_OF,C0009319
C1333533,INTERACTS_WITH,C1456389
C1457887,COEXISTS_WITH,C1319226
C3899376,USES,C0936012
C0599755,PROCESS_OF,C0042029
C0879389,CAUSES,C0006826
C0015252,HIGHER_THAN,C0185033
C0009402,TREATS,C0282515
C0012155,CAUSES,C0012819
C0040649,AFFECTS,C0001383
C1421834,PART_OF,C0149978
C0027651,CAUSES,C0004519
C0026809,LOCATION_OF,C0074349
C0027651,AFFECTS,C1004293
C4304118,PRECEDES,C0015252
C0007586,DISRUPTS,C0291573
C0027361,TREATS,C0281185
C0004519,CAUSES,C0009402
C0521210,USES,C0016533
C0025266,AFFECTS,C0007621
C4050317,LOCATION_OF,C0175754
C1167791,PREVENTS,C0013090
C0026882,COEXISTS_WITH,C0017393
C0006826,AFFECTS,C1328819
C1825598,USES,C0192861
C0038435,PROCESS_OF,C0086279
C0995188,INTERACTS_WITH,C3640966
C1519524,PART_OF,C0040300
C0027651,DISRUPTS,C0010654
C0061355,LOCATION_OF,C0020885
C0360714,ISA,C0082608
C0232487,PROCESS_OF,C0025266
C0039194,PRODUCES,C0079189
C0016542,LOCATION_OF,C0021853
C1334274,PROCESS_OF,C0334866
C0577749,ISA,C0031866
C0184893,PRECEDES,C0524865
C0600558,PRECEDES,C0029209
C0027361,TREATS,C0281190
C0027651,AFFECTS,C3273990
C1423702,LOCATION_OF,C0040300
C0220825,TREATS,C0221198
C0007600,PROCESS_OF,C0041904
C0013216,PRECEDES,C0436307
C0038836,LOCATION_OF,C0007600
C3470691,INTERACTS_WITH,C0812222
C0742559,METHOD_OF,C0543467
C0013216,PRECEDES,C0015252
C0496779,ISA,C0238003
C0005558,LOCATION_OF,C0020880
C0013216,PRECEDES,C0015250
C1453853,INTERACTS_WITH,C1367307
C0001792,PROCESS_OF,C0003614
C0034606,ISA,C0079595
C0007634,AUGMENTS,C0079427
C0023828,ISA,C0025938
C0193062,TREATS,C0007130
C0017337,AUGMENTS,C3544383
C0723595,USES,C0087111
C0031437,AFFECTS,C0678945
C0205054,LOCATION_OF,C0007621
C1416918,STIMULATES,C3178960
C1367202,TREATS,C0278678
C0003850,PREDISPOSES,C0004364
C0005558,DIAGNOSES,C0279652
C0231337,PROCESS_OF,C0030705
C0079427,AUGMENTS,C0007634
C3814448,PRECEDES,C0013216
C0596577,COEXISTS_WITH,C0016360
C1417494,AFFECTS,C1269955
C1412036,COEXISTS_WITH,C0343641
C0007134,TREATS(INFER),C0441519
C0007621,AFFECTS,C2939419
C1698754,USES,C0007584
C0184913,PRECEDES,C0185115
C0399565,LOCATION_OF,C0227389
C0029925,PART_OF,C0040648
C0021083,USES,C2987634
C0185115,LOCATION_OF,C0024296
C0003615,PREDISPOSES,C0597198
C0598934,COEXISTS_WITH,C0596290
C1422646,COMPARED_WITH,C3810599
C1368354,DIAGNOSES,C4050215
C3810571,LOCATION_OF,C0934502
C1510809,USES,C0920425
C0442876,OCCURS_IN,C0599755
C1826354,ASSOCIATED_WITH,C0024117
C0332448,COEXISTS_WITH,C0221224
C0391908,PART_OF,C0022646
C0879391,CAUSES,C0012634
C0027651,TREATS(INFER),C2718059
C0030705,TREATS,C0814409
C1881358,LOCATION_OF,C0225860
C1420331,LOCATION_OF,C0029250
C1515119,TREATS,C0948380
C0006826,LOCATION_OF,C0227666
C0201811,LOCATION_OF,C0442592
C0030705,TREATS,C0192573
C0699790,ASSOCIATED_WITH,C0055635
C0193062,TREATS,C0007113
C0291573,PRODUCES,C0010749
C0001998,ASSOCIATED_WITH,C0009402
C0006826,ASSOCIATED_WITH,C0242853
C0206754,COEXISTS_WITH,C0206728
C1880192,PART_OF,C0009368
C0022646,LOCATION_OF,C0333027
C0079419,ASSOCIATED_WITH,C0206695
C0178784,LOCATION_OF,C1096155
C4330475,LOCATION_OF,C0205100
C3544174,TREATS,C0558010
C0006826,TREATS,C0279025
C0009324,AFFECTS,C2985398
C0887909,COMPARED_WITH,C1101610
C0021234,LOCATION_OF,C0038351
C1516670,AFFECTS,C0006826
C0009402,PREDISPOSES,C0025787
C0007137,ISA,C0221198
C0014859,ISA,C0012634
C0009402,PART_OF,C2350332
C1705859,ASSOCIATED_WITH,C1332243
C0085533,COMPARED_WITH,C0671970
C0009324,CAUSES,C0752312
C0007102,DISRUPTS,C0062088
C2939419,CAUSES,C0018801
C0148199,ASSOCIATED_WITH,C0278678
C0040300,PART_OF,C0948380
C0162638,AFFECTS,C4277543
C0242606,CAUSES,C0010583
C0013216,TREATS(INFER),C0346429
C0070574,CONVERTS_TO,C0014485
C0030705,USES,C2699348
C0198482,TREATS,C0278535
C0009402,DISRUPTS,C1823437
C4046039,TREATS,C0030705
C0596290,COEXISTS_WITH,C0007587
C0003392,CAUSES,C0600688
C1412365,ASSOCIATED_WITH,C0007103
C1425745,PRODUCES,C0039286
C0030705,PART_OF,C1292533
C0009402,ASSOCIATED_WITH,C3470763
C0036734,ISA,C0257137
C0015535,PROCESS_OF,C0027651
C0524910,PROCESS_OF,C0030705
C0009429,TREATS,C1333990
C0596263,CAUSES,C0206677
C0017463,PRECEDES,C0920688
C0033684,AFFECTS,C0007582
C0025219,TREATS,C0037316
C0033684,AFFECTS,C0007586
C0870602,TREATS,C1515089
C1537719,ASSOCIATED_WITH,C0012634
C1706912,LOCATION_OF,C0023884
C0077404,LOCATION_OF,C0040300
C1564904,INHIBITS,C0965245
C0007113,NEG_PREVENTS,C2744535
C0030705,LOCATION_OF,C3178814
C1701790,AFFECTS,C4021734
C0030705,LOCATION_OF,C1414146
C0341703,TREATS(INFER),C1273428
C1564904,INHIBITS,C0030956
C0030705,LOCATION_OF,C1414143
C0038317,TREATS,C1404837
C0677626,INTERACTS_WITH,C1335858
C0333056,ISA,C0019284
C2936626,AFFECTS,C1415277
C1709846,METHOD_OF,C1511790
C1302401,ISA,C0009404
C0085162,TREATS(INFER),C0036572
C0751429,ADMINISTERED_TO,C0030705
C3178870,COEXISTS_WITH,C0341439
C0006826,TREATS,C0015250
C0007140,AFFECTS,C0023884
C3812881,DIAGNOSES,C0596263
C0033684,AFFECTS,C0007577
C0006826,TREATS,C0015252
C0534519,LOCATION_OF,C0014597
C0027651,NEG_COEXISTS_WITH,C0004391
C1699633,DIAGNOSES,C1402294
C1826486,PREDISPOSES,C0009402
C3658208,CAUSES,C0010346
C0030705,TREATS,C2985560
C0001418,COEXISTS_WITH,C2939419
C1159772,MEASURES,C0016318
C0012634,ISA,C1332257
C0442726,DIAGNOSES,C0022885
C0006142,TREATS(SPEC),C0013227
C0235328,COEXISTS_WITH,C0750952
C0475269,AFFECTS,C2745948
C0021852,LOCATION_OF,C0221198
C0677984,TREATS,C1273428
C0872169,DIAGNOSES,C0278803
C2681088,AUGMENTS,C0699790
C0677984,DIAGNOSES,C4331246
C0018965,ISA,C0473237
C1564904,ADMINISTERED_TO,C0026809
C0043210,LOCATION_OF,C0034895
C0030705,TREATS,C2985566
C1294197,METHOD_OF,C0009274
C4544822,TREATS,C0021083
C1258215,TREATS,C0879179
C0024305,ISA,C0006826
C0950624,ASSOCIATED_WITH,C0021390
C0162734,LOCATION_OF,C0178784
C1412058,INTERACTS_WITH,C0058330
C1101610,INTERACTS_WITH,C0040648
C1527249,TREATS,C0376560
C0021212,USES,C0086143
C0877373,TREATS(INFER),C0023690
C1334274,ASSOCIATED_WITH,C1826556
C0020564,NEG_LOCATION_OF,C0024204
C0543488,PROCESS_OF,C0683626
C0009402,AUGMENTS,C1418222
C1321489,COEXISTS_WITH,C0751569
C0061465,LOCATION_OF,C0030705
C0671970,ASSOCIATED_WITH,C0027651
C0012634,ISA,C0033860
C0013227,INHIBITS,C0302600
C1305188,LOCATION_OF,C0227327
C1332257,TREATS,C0600558
C0024121,COEXISTS_WITH,C0001418
C4277602,STIMULATES,C1564904
C0677930,LOCATION_OF,C0030797
C0030705,PROCESS_OF,C1706832
C1564904,LOCATION_OF,C0677862
C1367307,INHIBITS,C0059438
C0045093,TREATS(INFER),C1332243
C0012634,AFFECTS,C0678695
C0220825,TREATS,C0030705
C0030705,NEG_PROCESS_OF,C3816499
C0030705,LOCATION_OF,C1414178
C0033036,ASSOCIATED_WITH,C2744535
C0025266,PROCESS_OF,C0010346
C0205695,LOCATION_OF,C0003617
C3178775,TREATS(INFER),C0149978
C3470763,ASSOCIATED_WITH,C0206677
C0053800,INHIBITS,C0694888
C0006826,LOCATION_OF,C0227813
C0013216,NEG_TREATS,C0030705
C0030705,ADMINISTERED_TO,C0085203
C0392674,COEXISTS_WITH,C0240320
C0332448,LOCATION_OF,C0227395
C0772289,ASSOCIATED_WITH,C0242379
C0343641,PROCESS_OF,C0025266
C0069717,AFFECTS,C0038351
C3806166,PROCESS_OF,C0030705
C0750430,DIAGNOSES,C0007129
C0015967,TREATS,C1273869
C0238124,TREATS,C0011079
C0017337,ASSOCIATED_WITH,C0220630
C1539100,LOCATION_OF,C0040300
C0024299,OCCURS_IN,C0025266
C0013794,AFFECTS,C0516983
C0006141,LOCATION_OF,C0277554
C0599755,ADMINISTERED_TO,C0011900
C0032580,CAUSES,C0027651
C0014518,PROCESS_OF,C0680022
C0018340,COEXISTS_WITH,C1564139
C0006826,TREATS(INFER),C1880656
C0009319,TREATS(INFER),C0358591
C0024232,ASSOCIATED_WITH,C2347296
C1332166,ISA,C0006826
C0025266,PROCESS_OF,C0009375
C0025266,PROCESS_OF,C0009373
C1155874,AUGMENTS,C0033684
C0043210,LOCATION_OF,C0019294
C0525678,USES,C1285573
C0007102,LOCATION_OF,C0332853
C1708747,COMPLICATES,C4317009
C0027809,LOCATION_OF,C0031119
C0026724,PRODUCES,C1417497
C0021843,ISA,C1699656
C1868801,TREATS,C0007097
C1449699,DIAGNOSES,C0920269
C0007620,DISRUPTS,C1311561
C0812241,ASSOCIATED_WITH,C0009402
C0009402,PREVENTS,C0185115
C0017968,ISA,C0022942
C1420331,ASSOCIATED_WITH,C0006826
C0079280,AUGMENTS,C1519670
C0450442,ISA,C0031560
C0017952,AFFECTS,C3469837
C0030705,USES,C0183396
C1429015,LOCATION_OF,C0016030
C0040808,PRECEDES,C0015252
C1096155,LOCATION_OF,C1446298
C0995188,COEXISTS_WITH,C0812241
C2986682,COEXISTS_WITH,C0027651
C2247725,ASSOCIATED_WITH(SPEC),C0009324
C1417497,ASSOCIATED_WITH,C0333977
C0302583,USES,C0455142
C2829230,ASSOCIATED_WITH,C0009402
C0596290,AFFECTS,C1367307
C1367307,STIMULATES,C0301869
C0267373,PROCESS_OF,C0030705
C1517940,INHIBITS,C0016360
C0017313,TREATS,C0599755
C0069676,AFFECTS,C1654934
C0150312,DIAGNOSES,C0242349
C0030705,TREATS,C0192398
C1419242,LOCATION_OF,C1167117
C0436307,PRECEDES,C4331246
C0021853,LOCATION_OF,C0600688
C0017262,ISA,C2613138
C0242606,AFFECTS,C0021368
C0206677,ASSOCIATED_WITH,C0017337
C1423842,STIMULATES,C1701790
C3146409,PREDISPOSES,C0009402
C0656017,STIMULATES,C0061878
C0027627,AFFECTS,C3714634
C0030705,TREATS,C4086499
C0007102,AFFECTS,C1417216
C3178810,INHIBITS,C1563761
C0006826,AFFECTS,C0040648
C0598934,AFFECTS,C1413963
C0030797,LOCATION_OF,C0024485
C0043210,PROCESS_OF,C0007134
C0162327,LOCATION_OF,C0009402
C0043210,PROCESS_OF,C0007135
C2945704,TREATS,C0009402
C0027651,AFFECTS(SPEC),C0021212
C0043210,PROCESS_OF,C0007137
C3542289,ASSOCIATED_WITH,C0007102
C0040395,DIAGNOSES,C0150312
C0006826,ASSOCIATED_WITH,C1423944
C0007621,TREATS,C0392920
C1256770,COEXISTS_WITH,C2744535
C0001675,NEG_TREATS,C3814448
C0454270,TREATS(INFER),C0007847
C0596290,AFFECTS,C0017337
C0009402,PROCESS_OF,C0684030
C0011847,PROCESS_OF,C0679646
C0017337,ASSOCIATED_WITH,C0024117
C0043210,PROCESS_OF,C0007131
C0012242,PREDISPOSES,C1527249
C0017178,ASSOCIATED_WITH,C0231218
C0006142,PROCESS_OF(SPEC),C2700280
C0026809,ADMINISTERED_TO,C0004519
C0193062,PRECEDES,C0332853
C2610960,AFFECTS,C0009402
C1305188,LOCATION_OF,C4281806
C0162638,AFFECTS,C0165101
C0027651,ASSOCIATED_WITH,C1428272
C0007634,PROCESS_OF,C0596043
C0001430,PROCESS_OF,C0162638
C0225730,NEG_LOCATION_OF,C0013922
C0021368,CAUSES,C0007222
C1319315,PREDISPOSES,C0020538
C0206693,ISA,C0012634
C0006826,PROCESS_OF,C0024660
C1523298,AFFECTS,C3472375
C0015252,TREATS,C0346975
C0027651,AUGMENTS,C2746052
C0012238,PROCESS_OF,C0030705
C1319315,ASSOCIATED_WITH,C1567665
C0030705,PROCESS_OF,C0442804
C0023660,TREATS,C0030705
C3241937,CAUSES,C0011065
C0086661,MEASURES,C0005863
C0027651,PROCESS_OF,C1999167
